katamajemuk,label,is_kata_dasar,kata_dasar_1,kata_dasar_2
minyakrampai,0,0,minyakrampai,
rodakitar,0,0,rodakitar,
ubijalar,0,0,ubijalar,
ubirambut,0,0,ubirambut,
banangin,0,0,banangin,
kapallayar,0,0,kapallayar,
kapalmeriam,0,0,kapalmeriam,
keretaangin,0,0,keretaangin,
keretaapi,0,0,keretaapi,
mesinuap,0,0,mesinuap,
nasiberiani,0,0,nasiberiani,
nasilemak,0,0,nasilemak,
nasiminyak,0,0,nasiminyak,
nasirawon,0,0,nasirawon,
nasitelur,0,0,nasitelur,
nasiulam,0,0,nasiulam,
remangin,0,0,remangin,
sumpahpocong,0,0,sumpahpocong,
sumpahquran,0,0,sumpahquran,
sumpahujiapi,0,0,sumpahujiapi,
tanggasenigai,0,0,tanggasenigai,
tuankebun,0,0,tuankebun,
tuantanah,0,0,tuantanah,
kuasausaha,0,0,kuasausaha,
narasumber,0,1,narasumber,
salahanggaran,0,0,salahanggaran,
salahasuhan,0,0,salahasuhan,
salahcetak,0,0,salahcetak,
salahejaan,0,0,salahejaan,
salahpenerimaan,0,0,salahpenerimaan,
salahperasaan,0,0,salahperasaan,
setiakawan,0,0,setiakawan,
tertibacara,0,0,tertibacara,
tertibejaan,0,0,tertibejaan,
tertibhukum,0,0,tertibhukum,
tertibnikah,0,0,tertibnikah,
wajibbeladiri,0,0,wajibbeladiri,
wajibbelajar,0,0,wajibbelajar,
wajiblatih,0,0,wajiblatih,
wajibmiliter,0,0,wajibmiliter,
wajibpajak,0,0,wajibpajak,
wajibsarjana,0,0,wajibsarjana,
wajibuji,0,0,wajibuji,
obatangin,0,0,obatangin,
obatbatuk,0,0,obatbatuk,
obatcacing,0,0,obatcacing,
obatdemam,0,0,obatdemam,
obatkurap,0,0,obatkurap,
obatlali,0,0,obatlali,
obatnyamuk,0,0,obatnyamuk,
obatpening,0,0,obatpening,
obatpenyakitperut,0,0,obatpenyakitperut,
obatrindu,0,0,obatrindu,
bulanmadu,0,0,bulanmadu,
bulanpuasa,0,0,bulanpuasa,
harijadi,0,0,harijadi,
hariulangtahun,0,0,hariulangtahun,
musimbuah,0,0,musimbuah,
musimbunga,0,0,musimbunga,
musimdingin,0,0,musimdingin,
musimgugur,0,0,musimgugur,
musimhujan,0,0,musimhujan,
musimkemarau,0,0,musimkemarau,
musimkering,0,0,musimkering,
musimpanas,0,0,musimpanas,
doamalam,0,0,doamalam,
doapagi,0,0,doapagi,
kuliahsore,0,0,kuliahsore,
kuliahsubuh,0,0,kuliahsubuh,
sembahyangmagrib,0,0,sembahyangmagrib,
sembahyangsubuh,0,0,sembahyangsubuh,
utangbudi,0,0,utangbudi,
utangemas,0,0,utangemas,
utangkepala,0,0,utangkepala,
utangnyawa,0,0,utangnyawa,
jagobalap,0,0,jagobalap,
jagogelut,0,0,jagogelut,
jagokepruk,0,0,jagokepruk,
jagolari,0,0,jagolari,
jagotembak,0,0,jagotembak,
jagotinju,0,0,jagotinju,
juruanggar,0,0,juruanggar,
juruapi,0,0,juruapi,
jurubahasa,0,0,jurubahasa,
jurubatu,0,0,jurubatu,
jurubayar,0,0,jurubayar,
jurubendungan,0,0,jurubendungan,
juruberita,0,0,juruberita,
jurubicara,0,0,jurubicara,
jurubuku,0,0,jurubuku,
jurucacar,0,0,jurucacar,
jurudapur,0,0,jurudapur,
jurugambar,0,0,jurugambar,
jurugudang,0,0,jurugudang,
jurujana,0,0,jurujana,
jurukamera,0,0,jurukamera,
jurukelat,0,0,jurukelat,
jurukerah,0,0,jurukerah,
jurukhitan,0,0,jurukhitan,
jurukunci,0,0,jurukunci,
jurulayar,0,0,jurulayar,
jurulelang,0,0,jurulelang,
jurumasak,0,0,jurumasak,
jurumeriam,0,0,jurumeriam,
juruminyak,0,0,juruminyak,
jurumitar,0,0,jurumitar,
jurumotor,0,0,jurumotor,
jurumuat,0,0,jurumuat,
jurumudi,0,0,jurumudi,
juruobat,0,0,juruobat,
juruparkir,0,0,juruparkir,
jurupeledak,0,0,jurupeledak,
juruperbekalan,0,0,juruperbekalan,
jurupeta,0,0,jurupeta,
jururawat,0,0,jururawat,
jururias,0,0,jururias,
jururunding,0,0,jururunding,
juruselam,0,0,juruselam,
jurusita,0,0,jurusita,
jurusumpit,0,0,jurusumpit,
jurutafsir,0,0,jurutafsir,
jurutagih,0,0,jurutagih,
jurutambak,0,0,jurutambak,
jurutanah,0,0,jurutanah,
jurutera,0,0,jurutera,
juruterbang,0,0,juruterbang,
jurutik,0,0,jurutik,
jurutinggi,0,0,jurutinggi,
jurutopografi,0,0,jurutopografi,
jurutulis,0,0,jurutulis,
jurutunjuk,0,0,jurutunjuk,
juruulas,0,0,juruulas,
pandaibesi,0,0,pandaibesi,
pandaicanai,0,0,pandaicanai,
pandaiemas,0,0,pandaiemas,
pandaikayu,0,0,pandaikayu,
pandailukis,0,0,pandailukis,
pandaiobat,0,0,pandaiobat,
tukangabugosok,0,0,tukangabugosok,
tukangair,0,0,tukangair,
tukangakuarium,0,0,tukangakuarium,
tukangarloji,0,0,tukangarloji,
tukangbaso,0,0,tukangbaso,
tukangbatu,0,0,tukangbatu,
tukangbecak,0,0,tukangbecak,
tukangbesi,0,0,tukangbesi,
tukangbodor,0,0,tukangbodor,
tukangbohong,0,0,tukangbohong,
tukangbonceng,0,0,tukangbonceng,
tukangbuah,0,0,tukangbuah,
tukangbuburayam,0,0,tukangbuburayam,
tukangcanai,0,0,tukangcanai,
tukangcap,0,0,tukangcap,
tukangcatut,0,0,tukangcatut,
tukangcetak,0,0,tukangcetak,
tukangcicip,0,0,tukangcicip,
tukangcopet,0,0,tukangcopet,
tukangcukur,0,0,tukangcukur,
tukangdaging,0,0,tukangdaging,
tukangdendam,0,0,tukangdendam,
tukangderek,0,0,tukangderek,
tukangderji,0,0,tukangderji,
tukangdongkel,0,0,tukangdongkel,
tukangemas,0,0,tukangemas,
tukanges,0,0,tukanges,
tukangfitnah,0,0,tukangfitnah,
tukanggado-gado,0,0,tukanggado-gado,
tukanggangsir,0,0,tukanggangsir,
tukanggedor,0,0,tukanggedor,
tukanggerobak,0,0,tukanggerobak,
tukanggigi,0,0,tukanggigi,
tukanggodot,0,0,tukanggodot,
tukanggosok,0,0,tukanggosok,
tukanggudeg,0,0,tukanggudeg,
tukanggunting,0,0,tukanggunting,
tukanghasut,0,0,tukanghasut,
tukangijon,0,0,tukangijon,
tukangikan,0,0,tukangikan,
tukangjahit,0,0,tukangjahit,
tukangjilat,0,0,tukangjilat,
tukangjual,0,0,tukangjual,
tukangjudi,0,0,tukangjudi,
tukangkaleng,0,0,tukangkaleng,
tukangkapur,0,0,tukangkapur,
tukangkasut,0,0,tukangkasut,
tukangkayu,0,0,tukangkayu,
tukangkebut,0,0,tukangkebut,
tukangkembang,0,0,tukangkembang,
tukangkeplok,0,0,tukangkeplok,
tukangkepruk,0,0,tukangkepruk,
tukangkereta,0,0,tukangkereta,
tukangkotak,0,0,tukangkotak,
tukangkredit,0,0,tukangkredit,
tukangkritik,0,0,tukangkritik,
tukangkuda,0,0,tukangkuda,
tukangkue,0,0,tukangkue,
tukangkukusnasi,0,0,tukangkukusnasi,
tukangkulkas,0,0,tukangkulkas,
tukangkundai,0,0,tukangkundai,
tukanglampu,0,0,tukanglampu,
tukanglas,0,0,tukanglas,
tukangledeng,0,0,tukangledeng,
tukanglistrik,0,0,tukanglistrik,
tukangloak,0,0,tukangloak,
tukanglumas,0,0,tukanglumas,
tukangmabok,0,0,tukangmabok,
tukangmainpiano,0,0,tukangmainpiano,
tukangmakan,0,0,tukangmakan,
tukangmarah,0,0,tukangmarah,
tukangmasak,0,0,tukangmasak,
tukangminum,0,0,tukangminum,
tukangminyak,0,0,tukangminyak,
tukangnebeng,0,0,tukangnebeng,
tukangngamen,0,0,tukangngamen,
tukangngomel,0,0,tukangngomel,
tukangnguping,0,0,tukangnguping,
tukangnunut,0,0,tukangnunut,
tukangnyanyi,0,0,tukangnyanyi,
tukangobat,0,0,tukangobat,
tukangpacak,0,0,tukangpacak,
tukangpajak,0,0,tukangpajak,
tukangpatri,0,0,tukangpatri,
tukangpatung,0,0,tukangpatung,
tukangpedati,0,0,tukangpedati,
tukangpelat,0,0,tukangpelat,
tukangperas,0,0,tukangperas,
tukangperkosa,0,0,tukangperkosa,
tukangpos,0,0,tukangpos,
tukangpotong,0,0,tukangpotong,
tukangpotret,0,0,tukangpotret,
tukangpukul,0,0,tukangpukul,
tukangpungut,0,0,tukangpungut,
tukangrias,0,0,tukangrias,
tukangrokok,0,0,tukangrokok,
tukangroti,0,0,tukangroti,
tukangroyal,0,0,tukangroyal,
tukangrumah,0,0,tukangrumah,
tukangrumput,0,0,tukangrumput,
tukangsabit,0,0,tukangsabit,
tukangsamak,0,0,tukangsamak,
tukangsambar,0,0,tukangsambar,
tukangsapu,0,0,tukangsapu,
tukangsate,0,0,tukangsate,
tukangsayur,0,0,tukangsayur,
tukangsenjata,0,0,tukangsenjata,
tukangsepatu,0,0,tukangsepatu,
tukangsihir,0,0,tukangsihir,
tukangsolsepatu,0,0,tukangsolsepatu,
tukangsulap,0,0,tukangsulap,
tukangsundut,0,0,tukangsundut,
tukangsuruh,0,0,tukangsuruh,
tukangtadah,0,0,tukangtadah,
tukangtagih,0,0,tukangtagih,
tukangtambal,0,0,tukangtambal,
tukangtanah,0,0,tukangtanah,
tukangtelepon,0,0,tukangtelepon,
tukangteluh,0,0,tukangteluh,
tukangtembaga,0,0,tukangtembaga,
tukangtenung,0,0,tukangtenung,
tukangterompah,0,0,tukangterompah,
tukangtidur,0,0,tukangtidur,
tukangtik,0,0,tukangtik,
tukangtodong,0,0,tukangtodong,
tukangukur,0,0,tukangukur,
tukangular,0,0,tukangular,
tukangwarung,0,0,tukangwarung,
utasperigi,0,0,utasperigi,
cepatlidah,0,0,cepatlidah,
cepatmulut,0,0,cepatmulut,
cepattangan,0,0,cepattangan,
cukupumur,0,0,cukupumur,
daluwarsa,0,0,daluwarsa,
dapathati,0,0,dapathati,
datangbulan,0,0,datangbulan,
datanghati,0,0,datanghati,
dinginhati,0,0,dinginhati,
dinginkepala,0,0,dinginkepala,
dingintangan,0,0,dingintangan,
duahati,0,0,duahati,
enakbadan,0,0,enakbadan,
entengjodoh,0,0,entengjodoh,
entengrejeki,0,0,entengrejeki,
gatalmulut,0,0,gatalmulut,
gataltangan,0,0,gataltangan,
gegarotak,0,0,gegarotak,
gelaphati,0,0,gelaphati,
gelapmata,0,0,gelapmata,
gelappikiran,0,0,gelappikiran,
gelihati,0,0,gelihati,
geringhulu,0,0,geringhulu,
gugurhati,0,0,gugurhati,
habisakal,0,0,habisakal,
habisjodoh,0,0,habisjodoh,
habisperkara,0,0,habisperkara,
hampatangan,0,0,hampatangan,
hangathati,0,0,hangathati,
hilangakal,0,0,hilangakal,
hilangarwah,0,0,hilangarwah,
hilangingatan,0,0,hilangingatan,
hilangkeberanian,0,0,hilangkeberanian,
hilangpikiran,0,0,hilangpikiran,
hilangsemangat,0,0,hilangsemangat,
hinabudi,0,0,hinabudi,
hinapekerti,0,0,hinapekerti,
ibahati,0,0,ibahati,
irihati,0,0,irihati,
jatuhcolok,0,0,jatuhcolok,
jatuhharga,0,0,jatuhharga,
jatuhhati,0,0,jatuhhati,
jatuhmerek,0,0,jatuhmerek,
jatuhnama,0,0,jatuhnama,
jatuhtalak,0,0,jatuhtalak,
jilahkening,0,0,jilahkening,
kasartangan,0,0,kasartangan,
kebalkulit,0,0,kebalkulit,
kecilhati,0,0,kecilhati,
kekokakal,0,0,kekokakal,
kelammata,0,0,kelammata,
kembanghati,0,0,kembanghati,
kembangtengkuk,0,0,kembangtengkuk,
kenahati,0,0,kenahati,
kepalangajar,0,0,kepalangajar,
kerashati,0,0,kerashati,
kerashidung,0,0,kerashidung,
kerasjangat,0,0,kerasjangat,
keraskepala,0,0,keraskepala,
keraslidah,0,0,keraslidah,
kerasmulut,0,0,kerasmulut,
kerastulang,0,0,kerastulang,
keringdarah,0,0,keringdarah,
kotormulut,0,0,kotormulut,
kuathati,0,0,kuathati,
kuatiman,0,0,kuatiman,
kurangadab,0,0,kurangadab,
kurangadat,0,0,kurangadat,
kurangair,0,0,kurangair,
kurangajar,0,0,kurangajar,
kurangakal,0,0,kurangakal,
kurangasam,0,0,kurangasam,
kurangbahasa,0,0,kurangbahasa,
kurangdarah,0,0,kurangdarah,
kuranghati,0,0,kuranghati,
kurangingatan,0,0,kurangingatan,
kurangsinar,0,0,kurangsinar,
kurangtenaga,0,0,kurangtenaga,
lancangmulut,0,0,lancangmulut,
lancarkaji,0,0,lancarkaji,
lantasakal,0,0,lantasakal,
lantastangan,0,0,lantastangan,
lapangdada,0,0,lapangdada,
lapanghati,0,0,lapanghati,
lapangperut,0,0,lapangperut,
lebarmulut,0,0,lebarmulut,
legadada,0,0,legadada,
legahati,0,0,legahati,
lemahhati,0,0,lemahhati,
lemahsemangat,0,0,lemahsemangat,
lemahsyahwat,0,0,lemahsyahwat,
lemahzakar,0,0,lemahzakar,
lembuthati,0,0,lembuthati,
lengahmata,0,0,lengahmata,
lepasmalu,0,0,lepasmalu,
lepastangan,0,0,lepastangan,
lepastugas,0,0,lepastugas,
lesudarah,0,0,lesudarah,
lunakhati,0,0,lunakhati,
lunakmulut,0,0,lunakmulut,
lurusakal,0,0,lurusakal,
lurushati,0,0,lurushati,
mahalsenyuman,0,0,mahalsenyuman,
manismulut,0,0,manismulut,
masakajar,0,0,masakajar,
masukakal,0,0,masukakal,
matiangin,0,0,matiangin,
matipucuk,0,0,matipucuk,
matiraga,0,0,matiraga,
matirasa,0,0,matirasa,
matitulang,0,0,matitulang,
mengkalhati,0,0,mengkalhati,
merahtelinga,0,0,merahtelinga,
mudahati,0,0,mudahati,
murahhati,0,0,murahhati,
murahmulut,0,0,murahmulut,
murahrejeki,0,0,murahrejeki,
murahtangan,0,0,murahtangan,
naikdarah,0,0,naikdarah,
naikdaun,0,0,naikdaun,
naikderajat,0,0,naikderajat,
naikgaji,0,0,naikgaji,
naikhati,0,0,naikhati,
naikkelas,0,0,naikkelas,
naikmarak,0,0,naikmarak,
naikmerek,0,0,naikmerek,
naikpalak,0,0,naikpalak,
naikpangkat,0,0,naikpangkat,
naiksemangat,0,0,naiksemangat,
naiksetum,0,0,naiksetum,
naiktangan,0,0,naiktangan,
panasdalam,0,0,panasdalam,
panashati,0,0,panashati,
panjangakal,0,0,panjangakal,
panjanglidah,0,0,panjanglidah,
panjangmata,0,0,panjangmata,
panjangmulut,0,0,panjangmulut,
panjangtangan,0,0,panjangtangan,
panjangumur,0,0,panjangumur,
panjanguntung,0,0,panjanguntung,
pantasmulut,0,0,pantasmulut,
pantastangan,0,0,pantastangan,
patahhati,0,0,patahhati,
patahkemudi,0,0,patahkemudi,
patahlesu,0,0,patahlesu,
patahlidah,0,0,patahlidah,
patahnafsu,0,0,patahnafsu,
patahpucuk,0,0,patahpucuk,
patahselera,0,0,patahselera,
patahsiku,0,0,patahsiku,
patahtulang,0,0,patahtulang,
pecahhati,0,0,pecahhati,
pecahkulit,0,0,pecahkulit,
pedihhati,0,0,pedihhati,
pendekakal,0,0,pendekakal,
pendekkaji,0,0,pendekkaji,
pendeknapas,0,0,pendeknapas,
pendekpermintaan,0,0,pendekpermintaan,
pendekpikiran,0,0,pendekpikiran,
peningkepala,0,0,peningkepala,
piluhati,0,0,piluhati,
pulangpokok,0,0,pulangpokok,
putihhati,0,0,putihhati,
putihmata,0,0,putihmata,
putusakad,0,0,putusakad,
putusakal,0,0,putusakal,
putusasa,0,0,putusasa,
putusbicara,0,0,putusbicara,
putusharapan,0,0,putusharapan,
putusharga,0,0,putusharga,
putusikhtiar,0,0,putusikhtiar,
putuskaji,0,0,putuskaji,
putuslotere,0,0,putuslotere,
putusmupakat,0,0,putusmupakat,
putusnapas,0,0,putusnapas,
putusniat,0,0,putusniat,
putusnyawa,0,0,putusnyawa,
putusrejeki,0,0,putusrejeki,
putusumur,0,0,putusumur,
rambangmata,0,0,rambangmata,
rapuhhati,0,0,rapuhhati,
rapuhmulut,0,0,rapuhmulut,
rawanhati,0,0,rawanhati,
relahati,0,0,relahati,
rendahbudi,0,0,rendahbudi,
rendahdiri,0,0,rendahdiri,
rendahhati,0,0,rendahhati,
rentanhati,0,0,rentanhati,
riangmulut,0,0,riangmulut,
ringankaki,0,0,ringankaki,
ringankepala,0,0,ringankepala,
ringanmulut,0,0,ringanmulut,
ringantangan,0,0,ringantangan,
ringantulang,0,0,ringantulang,
rusuhhati,0,0,rusuhhati,
sakithati,0,0,sakithati,
sakitjantung,0,0,sakitjantung,
sakitkepala,0,0,sakitkepala,
salahbenang,0,0,salahbenang,
salahhati,0,0,salahhati,
salahjalan,0,0,salahjalan,
salahjawab,0,0,salahjawab,
salahkata,0,0,salahkata,
salahkira-kira,0,0,salahkira-kira,
salahlangkah,0,0,salahlangkah,
salahurat,0,0,salahurat,
salahwesel,0,0,salahwesel,
samabunyi,0,0,samabunyi,
samarupa,0,0,samarupa,
samaucap,0,0,samaucap,
sampaiajal,0,0,sampaiajal,
sampaihati,0,0,sampaihati,
sebalhati,0,0,sebalhati,
sedaphati,0,0,sedaphati,
sedihhati,0,0,sedihhati,
seduhati,0,0,seduhati,
sejukhati,0,0,sejukhati,
sempithati,0,0,sempithati,
sempitkalang,0,0,sempitkalang,
sempitkening,0,0,sempitkening,
sempitpandangan,0,0,sempitpandangan,
senanghati,0,0,senanghati,
seronghati,0,0,seronghati,
sesatakal,0,0,sesatakal,
sesatbarat,0,0,sesatbarat,
sesatlalu,0,0,sesatlalu,
sesatlangkah,0,0,sesatlangkah,
sesatpikiran,0,0,sesatpikiran,
sesatpusat,0,0,sesatpusat,
setengahhati,0,0,setengahhati,
setengahmati,0,0,setengahmati,
siapmental,0,0,siapmental,
singkatakal,0,0,singkatakal,
singkatkata,0,0,singkatkata,
singkatmulut,0,0,singkatmulut,
singkatpengetahuan,0,0,singkatpengetahuan,
singkattangan,0,0,singkattangan,
sukahati,0,0,sukahati,
tabahhati,0,0,tabahhati,
tajamakal,0,0,tajamakal,
tajamhidung,0,0,tajamhidung,
tajamingatan,0,0,tajamingatan,
tajamlidah,0,0,tajamlidah,
tajamlilik,0,0,tajamlilik,
tawarhati,0,0,tawarhati,
tebalbibir,0,0,tebalbibir,
tebaljangat,0,0,tebaljangat,
tebalkulit,0,0,tebalkulit,
teballidah,0,0,teballidah,
tebalmuka,0,0,tebalmuka,
tebaltelinga,0,0,tebaltelinga,
tegarhati,0,0,tegarhati,
teguhhati,0,0,teguhhati,
tepatwaktu,0,0,tepatwaktu,
terangakal,0,0,terangakal,
teranghati,0,0,teranghati,
tetaphati,0,0,tetaphati,
tinggihati,0,0,tinggihati,
tinggirejeki,0,0,tinggirejeki,
tipisharapan,0,0,tipisharapan,
tipistelinga,0,0,tipistelinga,
turundarah,0,0,turundarah,
turunharga,0,0,turunharga,
turunmerek,0,0,turunmerek,
turunpangkat,0,0,turunpangkat,
turuntangan,0,0,turuntangan,
walanghati,0,0,walanghati,
waswashati,0,0,waswashati,
hidungbelang,0,0,hidungbelang,
hidungputih,0,0,hidungputih,
jarakjauh,0,0,jarakjauh,
kainkotor,0,0,kainkotor,
kepalaberat,0,0,kepalaberat,
kepaladingin,0,0,kepaladingin,
kepaladua,0,0,kepaladua,
kepalalengar,0,0,kepalalengar,
kepalaringan,0,0,kepalaringan,
matadekat,0,0,matadekat,
mataduitan,0,0,mataduitan,
matagelap,0,0,matagelap,
matajauh,0,0,matajauh,
mataluyu,0,0,mataluyu,
mataluyut,0,0,mataluyut,
matamamang,0,0,matamamang,
matapanjang,0,0,matapanjang,
mataragum,0,0,mataragum,
matarambang,0,0,matarambang,
mataruyup,0,0,mataruyup,
matasepet,0,0,matasepet,
matatolakraih,0,0,matatolakraih,
mulutbisa,0,0,mulutbisa,
mulutbusuk,0,0,mulutbusuk,
mulutgatal,0,0,mulutgatal,
mututkotor,0,0,mututkotor,
mulutmanis,0,0,mulutmanis,
muluttajam,0,0,muluttajam,
perutbusuk,0,0,perutbusuk,
tangannaik,0,0,tangannaik,
telingatipis,0,0,telingatipis,
adubukutangan,0,0,adubukutangan,
aducepat,0,0,aducepat,
adukening,0,0,adukening,
adukuat,0,0,adukuat,
adulidah,0,0,adulidah,
adupendapat,0,0,adupendapat,
adutenaga,0,0,adutenaga,
aduujungjarum,0,0,aduujungjarum,
adujari,0,0,adujari,
aduuntung,0,0,aduuntung,
aduupaya,0,0,aduupaya,
alihkecek,0,0,alihkecek,
alihlangkah,0,0,alihlangkah,
alihnama,0,0,alihnama,
ambilbagian,0,0,ambilbagian,
ambilberat,0,0,ambilberat,
ambilhati,0,0,ambilhati,
ambilpusing,0,0,ambilpusing,
angkatbahu,0,0,angkatbahu,
angkatbicara,0,0,angkatbicara,
angkatdiri,0,0,angkatdiri,
angkatkaki,0,0,angkatkaki,
angkatkening,0,0,angkatkening,
angkatmata,0,0,angkatmata,
angkatsembah,0,0,angkatsembah,
angkatsumpah,0,0,angkatsumpah,
angkattangan,0,0,angkattangan,
angkattopi,0,0,angkattopi,
balasbudi,0,0,balasbudi,
balikadab,0,0,balikadab,
balikarah,0,0,balikarah,
balikbelah,0,0,balikbelah,
balikgagang,0,0,balikgagang,
balikmata,0,0,balikmata,
bantingtulang,0,0,bantingtulang,
basuhmulut,0,0,basuhmulut,
bawadiri,0,0,bawadiri,
bawanasib,0,0,bawanasib,
buangair,0,0,buangair,
buangaksi,0,0,buangaksi,
buangdiri,0,0,buangdiri,
bukapraktek,0,0,bukapraktek,
bukapuasa,0,0,bukapuasa,
bukasuara,0,0,bukasuara,
bunuhdiri,0,0,bunuhdiri,
cemarkaki,0,0,cemarkaki,
cucigudang,0,0,cucigudang,
cucimata,0,0,cucimata,
cucimuka,0,0,cucimuka,
cucimulut,0,0,cucimulut,
cucitangan,0,0,cucitangan,
dapatangin,0,0,dapatangin,
diamdiri,0,0,diamdiri,
genggam-gemggambara,0,0,genggam-gemggambara,
goyangkaki,0,0,goyangkaki,
goyangkepala,0,0,goyangkepala,
goyanglidah,0,0,goyanglidah,
goyangpinggul,0,0,goyangpinggul,
gulungtikar,0,0,gulungtikar,
hisapdarah,0,0,hisapdarah,
jalankaki,0,0,jalankaki,
jawattangan,0,0,jawattangan,
jejakbahu,0,0,jejakbahu,
jejakbara,0,0,jejakbara,
kerasbatangleher,0,0,kerasbatangleher,
keraslaku,0,0,keraslaku,
lintasbatas,0,0,lintasbatas,
lintasbudaya,0,0,lintasbudaya,
lintassektoral,0,0,lintassektoral,
lupadaratan,0,0,lupadaratan,
mainapi,0,0,mainapi,
mainhakimsendiri,0,0,mainhakimsendiri,
mainkartu,0,0,mainkartu,
mainkayu,0,0,mainkayu,
mainmata,0,0,mainmata,
makanangin,0,0,makanangin,
makanduit,0,0,makanduit,
makanjangat,0,0,makanjangat,
makansuap,0,0,makansuap,
menangangka,0,0,menangangka,
menanglotre,0,0,menanglotre,
menangsuara,0,0,menangsuara,
mintaampun,0,0,mintaampun,
mintadiri,0,0,mintadiri,
mohonampun,0,0,mohonampun,
mohondiri,0,0,mohondiri,
naikkapal,0,0,naikkapal,
naikkudahijau,0,0,naikkudahijau,
naikpelamin,0,0,naikpelamin,
naiktakhta,0,0,naiktakhta,
pacujantung,0,0,pacujantung,
pandangbulu,0,0,pandangbulu,
pasangaksi,0,0,pasangaksi,
pasangkuda-kuda,0,0,pasangkuda-kuda,
percayaangin,0,0,percayaangin,
(tidak)pandangbulu,0,0,(tidak)pandangbulu,
pilihkasih,0,0,pilihkasih,
pilih-pilihruas,0,0,pilih-pilihruas,
pilih-pilihtebu,0,0,pilih-pilihtebu,
pindahbuku,0,0,pindahbuku,
pindahdarah,0,0,pindahdarah,
pindahrumah,0,0,pindahrumah,
pindahtangan,0,0,pindahtangan,
potongjalan,0,0,potongjalan,
potongkompas,0,0,potongkompas,
sentuhlandas,0,0,sentuhlandas,
tahandiri,0,0,tahandiri,
tahanharga,0,0,tahanharga,
tahanhati,0,0,tahanhati,
tahannapas,0,0,tahannapas,
tahansabar,0,0,tahansabar,
tahuadat,0,0,tahuadat,
tahuaturan,0,0,tahuaturan,
tahubalas,0,0,tahubalas,
tahubatas,0,0,tahubatas,
tahudiri,0,0,tahudiri,
tamatquran,0,0,tamatquran,
tangkapmuka,0,0,tangkapmuka,
tangkaptangan,0,0,tangkaptangan,
tarikmukaduabelas,0,0,tarikmukaduabelas,
tariksuara,0,0,tariksuara,
tarikurat,0,0,tarikurat,
taruhhati,0,0,taruhhati,
tekuklutut,0,0,tekuklutut,
tengganghati,0,0,tengganghati,
tenggangrasa,0,0,tenggangrasa,
terimakasih,0,0,terimakasih,
tidaktahumalu,0,0,tidaktahumalu,
tinggallandas,0,0,tinggallandas,
tolakangin,0,0,tolakangin,
tolakpinggang,0,0,tolakpinggang,
tukarcincin,0,0,tukarcincin,
tunjukhidung,0,0,tunjukhidung,
turungunung,0,0,turungunung,
turunranjang,0,0,turunranjang,
turuntanah,0,0,turuntanah,
turuntangga,0,0,turuntangga,
unjukdiri,0,0,unjukdiri,
unjukgigi,0,0,unjukgigi,
asalbeli,0,0,asalbeli,
asaljadi,0,0,asaljadi,
baiksangka,0,0,baiksangka,
burukambil,0,0,burukambil,
buruklaku,0,0,buruklaku,
buruksangka,0,0,buruksangka,
imbalbeli,0,0,imbalbeli,
kalahkuat,0,0,kalahkuat,
kalahpandai,0,0,kalahpandai,
kalahtinggi,0,0,kalahtinggi,
kurangcerap,0,0,kurangcerap,
kurangingat,0,0,kurangingat,
kurangjadi,0,0,kurangjadi,
kurangmakan,0,0,kurangmakan,
kurangperiksa,0,0,kurangperiksa,
kurangpikir,0,0,kurangpikir,
kurangtanggap,0,0,kurangtanggap,
kurangterima,0,0,kurangterima,
kurangtilik,0,0,kurangtilik,
pandaijatuh,0,0,pandaijatuh,
pendekkira-kira,0,0,pendekkira-kira,
salahrasa,0,0,salahrasa,
salahsangka,0,0,salahsangka,
salahsebut,0,0,salahsebut,
salahtafsir,0,0,salahtafsir,
salahtampa,0,0,salahtampa,
salahtebak,0,0,salahtebak,
salahterima,0,0,salahterima,
salahucap,0,0,salahucap,
samakuat,0,0,samakuat,
samamudah,0,0,samamudah,
samatinggi,0,0,samatinggi,
salahagak,0,0,salahagak,
salahambil,0,0,salahambil,
salahbaca,0,0,salahbaca,
salahbikin,0,0,salahbikin,
salahdengar,0,0,salahdengar,
salahbidik,0,0,salahbidik,
salahdorong,0,0,salahdorong,
salahduga,0,0,salahduga,
salaheja,0,0,salaheja,
salahguna,0,0,salahguna,
salahhitung,0,0,salahhitung,
salahjamah,0,0,salahjamah,
salahkena,0,0,salahkena,
salahkira,0,0,salahkira,
salahlihat,0,0,salahlihat,
salahmengerti,0,0,salahmengerti,
salahpakai,0,0,salahpakai,
salahpilih,0,0,salahpilih,
salahraba,0,0,salahraba,
adaangin,0,0,adaangin,
adahati,0,0,adahati,
atasangin,0,0,atasangin,
ataspagar,0,0,ataspagar,
awetmuda,0,0,awetmuda,
baubangkai,0,0,baubangkai,
bauminyak,0,0,bauminyak,
bawahangin,0,0,bawahangin,
bawahtanah,0,0,bawahtanah,
berakdarah,0,0,berakdarah,
beranimati,0,0,beranimati,
beratanak,0,0,beratanak,
beratistri,0,0,beratistri,
beratsebelah,0,0,beratsebelah,
beratsuami,0,0,beratsuami,
butahuruf,0,0,butahuruf,
butakayu,0,0,butakayu,
butamalam,0,0,butamalam,
butapolitik,0,0,butapolitik,
butasiang,0,0,butasiang,
butawarna,0,0,butawarna,
ceraisusu,0,0,ceraisusu,
dalamkota,0,0,dalamkota,
dalamnegeri,0,0,dalamnegeri,
gilapangkat,0,0,gilapangkat,
